ord,fio,bday,party,okrug,vidvinut,registr,data,num
113,Максимова Надежда Сергеевна,13.01.1942,"Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ""",35,выдвинут,зарегистрирован,03.08.2016,181/1380-6ГД
726,Головченко Олег Владимирович,14.08.1965,Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ,35,выдвинут,отказ в регистрации,29.07.2016,180/1373-6ГД
1082,Семенов Александр Геннадьевич,10.06.1963,"Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""",35,выдвинут,зарегистрирован,28.07.2016,179/1368-6ГД
1166,Буреев Дмитрий Викторович,30.09.1977,Политическая партия ЛДПР - Либерально-демократическая партия России,35,выдвинут,зарегистрирован,28.07.2016,179/1366-6ГД
1663,Иванов Олег Альбертович,17.11.1973,"Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО""",35,выдвинут,зарегистрирован,29.07.2016,180/1372-6ГД
1802,Верьясов Виктор Викторович,07.02.1967,"Политическая партия ""Российская экологическая партия ""Зеленые""",35,выдвинут,зарегистрирован,06.08.2016,183/1386-6ГД
2048,Миндибекова Людмила Анатольевна,10.06.1957,Политическая партия СПРАВЕДЛИВАЯ РОССИЯ,35,выдвинут,зарегистрирован,28.07.2016,179/1367-6ГД
2442,Щапов Юрий Степанович,07.11.1935,Самовыдвижение,35,выдвинут,отказ в регистрации,09.08.2016,184/1387-6ГД
