ord,fio,bday,party,okrug,vidvinut,registr,data,num
1354,Чугрин Дмитрий Борисович,06.05.1970,Политическая партия ЛДПР - Либерально-демократическая партия России,133,выдвинут,зарегистрирован,21.07.2016,131/2064-5
1356,Шатилов Михаил Павлович,28.06.1976,Политическая партия ЛДПР - Либерально-демократическая партия России,131,выдвинут,зарегистрирован,21.07.2016,131/2062-5
1385,Бурмистров Вячеслав Владимирович,03.01.1960,"Политическая партия ""Партия народной свободы"" (ПАРНАС)",131,выдвинут,зарегистрирован,04.08.2016,134/2134-5
1424,Лудина Анна Николаевна,20.06.1992,"Политическая партия ""Партия народной свободы"" (ПАРНАС)",130,выдвинут,зарегистрирован,04.08.2016,134/2138-5
1460,Степанова Анна Эдуардовна,20.09.1961,"Политическая партия ""Партия народной свободы"" (ПАРНАС)",129,выдвинут,зарегистрирован,04.08.2016,134/2141-5
1512,Зыков Роман Александрович,25.02.1985,"Политическая партия ""ПАТРИОТЫ РОССИИ""",133,выдвинут,зарегистрирован,28.07.2016,133/2104-5
1533,Кузнецов Михаил Сергеевич,10.05.1978,"Политическая партия ""ПАТРИОТЫ РОССИИ""",130,выдвинут,зарегистрирован,04.08.2016,134/2137-5
1628,Ветошкин Алексей Алексеевич,11.07.1988,"Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО""",133,выдвинут,зарегистрирован,04.08.2016,134/2135-5
1634,Гончаров Игорь Сергеевич,20.08.1979,"Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО""",131,выдвинут,зарегистрирован,28.07.2016,133/2101-5
1671,Каюмов Асхат Абдурахманович,20.09.1961,"Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО""",129,выдвинут,зарегистрирован,28.07.2016,133/2105-5
1711,Мурахтаева Ирина Вячеславовна,08.01.1973,"Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО""",130,выдвинут,зарегистрирован,04.08.2016,134/2140-5
1767,Хомов Андрей Владимирович,04.02.1966,"Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО""",132,выдвинут,зарегистрирован,28.07.2016,133/2112-5
1890,Смирнов Евгений Витальевич,06.11.1967,"Политическая партия ""Российская экологическая партия ""Зеленые""",131,выдвинут,зарегистрирован,25.07.2016,132/2085-5
1943,Богданов Игорь Михайлович,18.09.1952,Политическая партия СПРАВЕДЛИВАЯ РОССИЯ,130,выдвинут,зарегистрирован,04.08.2016,134/2132-5
1946,Бочкарев Александр Анатольевич,10.01.1972,Политическая партия СПРАВЕДЛИВАЯ РОССИЯ,129,выдвинут,зарегистрирован,28.07.2016,133/2099-5
2033,Лычагин Кирилл Александрович,21.05.1990,Политическая партия СПРАВЕДЛИВАЯ РОССИЯ,133,выдвинут,зарегистрирован,25.07.2016,132/2083-5
2084,Разумовский Александр Васильевич,19.04.1952,Политическая партия СПРАВЕДЛИВАЯ РОССИЯ,131,выдвинут,зарегистрирован,21.07.2016,131/2066-5
2135,Шеин Анатолий Алексеевич,14.04.1956,Политическая партия СПРАВЕДЛИВАЯ РОССИЯ,132,выдвинут,зарегистрирован,21.07.2016,131/2065-5
2198,Власова Татьяна Борисовна,03.12.1975,Самовыдвижение,129,выдвинут,отказ в регистрации,08.08.2016,135/2165-5
2200,Вороненков Денис Николаевич,06.03.1990,Самовыдвижение,129,выдвинут,отказ в регистрации,08.08.2016,135/2166-5
2242,Звездов Петр Владимирович,16.10.1959,Самовыдвижение,130,выдвинут,отказ в регистрации,08.08.2016,135/2167-5
2267,Клюев Сергей Олегович,30.12.1984,Самовыдвижение,131,выдвинут,отказ в регистрации,08.08.2016,135/2168-5
2308,Мангушев Ринат Равилевич,25.01.1980,Самовыдвижение,129,выдвинут,отказ в регистрации,08.08.2016,135/2169-5
2403,Сысоев Никита Александрович,01.12.1978,Самовыдвижение,131,утративший статус выдвинутого кандидата,,25.07.2016,132/2087-5
